Date,Open,High,Low,Close,Adj Close,Volume
2013-09-18,171.940002,174.470001,171.509995,174.009995,157.376282,5218200
2013-09-19,174.479996,174.550003,173.529999,173.779999,157.168228,3820300
2013-09-20,174.100006,174.110001,172.369995,172.470001,155.983475,3690500
2013-09-23,172.270004,172.399994,171.160004,171.750000,155.332321,5200500
2013-09-24,170.820007,171.460007,170.139999,170.539993,154.991837,4167600
2013-09-25,170.570007,170.839996,169.820007,170.050003,154.546524,8465200
2013-09-26,170.250000,171.089996,169.979996,170.580002,155.028168,3545300
2013-09-27,169.750000,170.050003,169.389999,169.850006,154.364777,2710200
2013-09-30,168.369995,169.470001,168.059998,168.899994,153.501343,7161400
2013-10-01,169.050003,170.419998,168.929993,170.270004,154.746445,6662800
2013-10-02,169.250000,170.130005,168.759995,170.009995,154.510147,7750300
2013-10-03,169.699997,169.850006,167.759995,168.550003,153.183243,8531600
2013-10-04,168.630005,169.970001,168.460007,169.789993,154.310226,3407500
2013-10-07,168.339996,169.369995,168.169998,168.339996,152.992386,3166900
2013-10-08,168.330002,168.520004,166.270004,166.419998,151.247437,6609500
2013-10-09,166.710007,167.110001,165.440002,166.490005,151.311050,8633600
2013-10-10,168.199997,170.169998,168.149994,170.139999,154.628311,5110500
2013-10-11,169.850006,171.250000,169.710007,171.199997,155.591644,3216200
2013-10-14,170.190002,172.020004,169.990005,171.970001,156.291473,3840700
2013-10-15,171.429993,172.070007,170.410004,170.580002,155.028168,4564200
2013-10-16,171.649994,173.100006,171.580002,173.039993,157.263901,3491000
2013-10-17,172.300003,174.250000,172.289993,174.149994,158.272705,3914200
2013-10-18,174.830002,175.470001,174.470001,175.330002,159.345108,3021800
2013-10-21,175.410004,175.710007,174.970001,175.360001,159.372391,3645800
2013-10-22,175.880005,176.889999,175.639999,176.300003,160.226685,4468900
2013-10-23,175.789993,175.850006,174.940002,175.619995,159.608688,4419500
2013-10-24,175.830002,176.339996,175.479996,176.199997,160.135803,2003500
2013-10-25,176.470001,176.990005,176.149994,176.990005,160.853806,2537100
2013-10-28,176.860001,177.460007,176.679993,177.190002,161.035553,3058100
2013-10-29,177.580002,178.240005,177.369995,178.240005,161.989822,2846000
2013-10-30,178.389999,178.490005,176.630005,177.369995,161.199142,6921200
2013-10-31,177.160004,177.860001,176.500000,176.690002,160.581161,5436700
2013-11-01,177.020004,177.580002,176.220001,177.210007,161.053711,22659800
2013-11-04,177.690002,177.869995,177.119995,177.809998,161.599030,2893100
2013-11-05,177.119995,177.729996,176.539993,177.309998,161.144592,2757000
2013-11-06,178.039993,178.479996,177.520004,178.160004,161.917099,2535300
2013-11-07,178.500000,178.630005,175.740005,175.910004,159.872238,8237200
2013-11-08,175.889999,178.300003,175.830002,178.300003,162.044312,4735800
2013-11-11,178.130005,178.509995,177.899994,178.300003,162.044312,1840900
2013-11-12,177.960007,178.339996,177.350006,177.899994,161.680817,2271100
2013-11-13,177.070007,179.389999,177.070007,179.279999,162.935028,2456500
2013-11-14,179.539993,180.419998,179.250000,180.350006,163.907486,2535700
2013-11-15,180.570007,181.119995,180.350006,181.119995,164.607285,1648400
2013-11-18,181.369995,181.500000,180.029999,180.520004,164.061951,2576600
2013-11-19,180.330002,180.869995,179.729996,180.080002,163.662064,1802000
2013-11-20,180.389999,180.910004,178.990005,179.509995,163.143997,3832800
2013-11-21,180.020004,181.050003,179.860001,180.899994,164.407288,1755900
2013-11-22,180.990005,181.839996,180.779999,181.839996,165.261597,2624000
2013-11-25,182.139999,182.169998,181.389999,181.660004,165.098007,2688500
2013-11-26,181.750000,182.229996,181.410004,181.690002,165.125244,1920000
2013-11-27,181.899994,182.250000,181.669998,182.139999,165.534225,3374300
2013-11-29,182.320007,182.770004,181.820007,181.960007,165.370697,1813300
2013-12-02,182.110001,182.429993,181.259995,181.570007,165.016235,2579500
2013-12-03,180.979996,181.389999,180.179993,180.880005,164.389130,3898900
2013-12-04,180.089996,181.479996,179.339996,180.669998,164.198303,2675500
2013-12-05,180.399994,180.729996,179.789993,179.990005,163.580292,3855500
2013-12-06,181.690002,182.119995,181.169998,181.990005,165.397919,5079600
